,state,city_or_county,address,latitude,longitude
126100,Illinois,Champaign,1000 block of North James Street,40.1258,-88.2652
126115,Illinois,Chicago,I-90/94 and Armitage Avenue,41.9163,-87.7943
126137,Illinois,Rockford,1100 block of Furman Street,42.2873,-89.1123
126149,Illinois,Chicago,2000 block of West North Avenue,41.9105,-87.6777
126154,Illinois,Chicago,2500 block of South Whipple Street,41.8463,-87.7018
126155,Illinois,Chicago,0 block of South Cicero Avenue,41.8804,-87.7453
126167,Illinois,Chicago,1500 block of South Karlov Avenue,41.8605,-87.7277
126168,Illinois,Chicago,5000 block of West Washington Boulevard,41.8821,-87.7505
126172,Illinois,Chicago,7900 block of South Wood Street,41.7503,-87.6683
126173,Illinois,Chicago,100 block of North Lorel Avenue,41.8823,-87.7588
126174,Illinois,Chicago,2300 block of North Monitor Avenue,41.9222,-87.7723
126214,Illinois,Randolph (county),,37.9253,-89.8097
126224,Illinois,Evanston,700 block of Howard Street,42.0195,-87.6877
126236,Illinois,Chicago (Englewood),6700 block of South Green Street,41.7723,-87.646
126250,Illinois,Peoria,900 block of West Brons Avenue,40.7141,-89.607
126290,Illinois,Chicago,1500 block of West Walton Street,41.8991,-87.665
126308,Illinois,Chicago,12400 block of South Emerald Avenue,41.6686,-87.6407
126310,Illinois,Rockford,500 block of Chisolm Trail,42.2809,-89.141
126311,Illinois,Rockford,2840 19th St.,42.2342,-89.0587
126315,Illinois,Chicago,4800 block of South Throop Street,41.8068,-87.658
126319,Illinois,Chicago,11100 block of South Hamlet Avenue,41.6918,-87.6599
126323,Illinois,Chicago,1300 block of South Independence Boulevard,41.8642,-87.7205
126326,Illinois,Chicago,4700 block of West Fullerton Avenue,41.9246,-87.7441
126340,Illinois,Chicago,4300 block of North Elston Avenue,41.9587,-87.7271
126361,Illinois,Champaign,West Beardsley Avenue,40.1264,-88.2485
126426,Illinois,Peoria,1400 block of Arago,40.673,-89.6301
126433,Illinois,Peoria,1800 block of South Stanley Street,40.6685,-89.6313
126435,Illinois,South Holland,1022 E. 162nd St.,41.6009,-87.5924
126436,Illinois,Fairview Heights,140 block of Ashley Drive,38.578,-89.9804
126451,Illinois,Chicago,2100 block of West Arthur Avenue,41.9999,-87.6828
126455,Illinois,Chicago,1300 block of North Pulaski Road,41.9046,-87.7268
126467,Illinois,Joliet,Larkin Avenue and Jefferson Street,41.5227,-88.1247
126473,Illinois,Chicago,3100 block of West Polk,41.8712,-87.7036
126475,Illinois,Chicago,6200 block of South Kimbark Avenue,41.7822,-87.5951
126480,Illinois,Chicago,2000 block of East 71st Street,41.7664,-87.5759
126486,Illinois,Chicago,2100 block of West Adams Street,41.8787,-87.679
126487,Illinois,Peoria,4000 block of West Virden Court,40.7591,-89.6561
126488,Illinois,Rockford,1800 block of School Street,42.281,-89.1172
126489,Illinois,Chicago,2700 block of North Hoyne Avenue,41.9305,-87.6793
126493,Illinois,Chicago,6200 block of South Komensky Avenue,41.7803,-87.7243
126494,Illinois,Chicago,4500 block of South Wolcott Avenue,41.8121,-87.6724
126507,Illinois,Chicago,200 block of South Western Avenue,41.8783,-87.6867
126512,Illinois,Chicago,3400 block of West Flournoy Street,41.8729,-87.711
126513,Illinois,Rockford,,42.2979,-89.1198
126514,Illinois,Chicago,3100 block of West Walnut Street,41.8856,-87.704
126515,Illinois,Rockford,15th Avenue and 7th Street,42.2511,-89.0809
126523,Illinois,Chicago,1000 block of North Ridgeway,41.8991,-87.7201
126526,Illinois,Chicago,5500 block of South Shields,41.7941,-87.6342
126533,Illinois,Chicago,200 block of North Latrobe Avenue,41.8844,-87.7568
126557,Illinois,Chicago,2600 block of North Avenue,41.9105,-87.6923
126558,Illinois,Chicago,600 block of West 80th Street,41.7489,-87.6395
126559,Illinois,Chicago,6700 block of South Blackstone Avenue,41.7733,-87.5888
126562,Illinois,Chicago,3400 of West 83rd Place,41.7417,-87.7073
126564,Illinois,Chicago,6400 block of South Vernon Avenue,41.7782,-87.6147
126570,Illinois,Chicago,7100 block of South Cornell Avenue,41.7659,-87.5851
126598,Illinois,Peoria,2700 block of West Fremont Street,40.6711,-89.6355
126599,Illinois,Peoria,2300 block of West Marquette Avenue,40.6766,-89.6291
126607,Illinois,Rockford,500 block of Sandra Lane,42.2735,-89.0048
126610,Illinois,Chicago,5400 block of West Walton Street,41.8976,-87.7608
126644,Illinois,Chicago,6500 block of North Ashland Avenue,42,-87.6704
126645,Illinois,Chicago,5800 block of West Augusta Boulevard,41.8984,-87.7704
126672,Illinois,New Lenox,414 Circlegate Road,41.495,-87.957
126676,Illinois,Champaign,700 block of Hollycrest Drive,40.1092,-88.28
126677,Illinois,Joliet,400 block of Market Street,41.5161,-88.0947
126695,Illinois,Carbondale,900 block of West Sycamore Street,37.7305,-89.2278
126697,Illinois,Chicago,1000 block of West 103rd Place,41.7062,-87.6478
126726,Illinois,Chicago,0 block of North Lockwood,41.8804,-87.7575
126727,Illinois,Chicago,6100 block of South Evans Avenue,41.7839,-87.6075
126735,Illinois,Chicago,3100 block of Parkside Avenue,41.8,-87.7638
126753,Illinois,Chicago,5500 block of West Corcoran Place,41.8873,-87.7633
126764,Illinois,Chicago,Lake Shore Drive and Michigan Avenue,41.9008,-87.6242
126767,Illinois,Chicago (Englewood),6800 block of South Bishop,41.6965,-87.6576
126774,Illinois,Chicago,Dan Ryan and 95th Street,41.7224,-87.6244
126775,Illinois,Rockford,3100 block of Wallin Avenue,42.2893,-89.1052
126815,Illinois,Springfield,,39.8003,-89.6494
126866,Illinois,Rockford,900 block of Woodlawn Street,42.2818,-89.0953
126881,Illinois,Chicago,12300 block of South Wentworth Avenue,41.6705,-87.6275
126882,Illinois,Chicago,35th Place and State Street,41.83,-87.6266
126891,Illinois,Chicago,4200 block of West Wilcox Street,41.8791,-87.7307
126893,Illinois,Chicago,300 block of South Cicero Avenue,41.8765,-87.7454
126896,Illinois,Chicago,5100 block of West Division Street,41.9025,-87.7535
126902,Illinois,Barry,186 E 2700th St,39.7862,-90.9921
126920,Illinois,Chicago,4900 block of South Knox Avenue,41.8039,-87.7397
126921,Illinois,Chicago,2300 block of West Madison Street,41.8813,-87.6845
126922,Illinois,Chicago,5000 block of West Quincy Street,41.8779,-87.7495
126928,Illinois,Chicago,,41.8859,-87.6251
126934,Illinois,Chicago,Western and Addison,41.9467,-87.6882
126939,Illinois,Chicago,9700 block of South Merrill Avenue,41.7188,-87.571
126940,Illinois,Chicago,8500 block of South Burley Avenue,41.741,-87.5458
126966,Illinois,Chicago (Englewood),7000 block of South Carpenter Avenue,41.7669,-87.6505
126982,Illinois,Peoria,6900 block of North University Street,40.7716,-89.6158
127008,Illinois,Carbondale,500 block of East Walnut Street,37.7261,-89.2097
127009,Illinois,Chicago,7900 block of South Ellis Avenue,41.7513,-87.6004
127010,Illinois,Chicago,900 block of North Homan Avenue,41.8974,-87.7118
127011,Illinois,Chicago,2700 block of West North Avenue,41.9106,-87.6948
127012,Illinois,Chicago,2400 block of North Laramie Avenue,41.9242,-87.7562
127020,Illinois,Chicago (Englewood),1700 block of West 71st Street,41.7651,-87.6664
127040,Illinois,Chicago,3600 block of West Douglas Boulevard,41.8631,-87.7156
127041,Illinois,Venice,IL 3 and Cedar St,38.6716,-90.1762
127042,Illinois,Elgin,600 block of Oakland Avenue,42.0458,-88.2677
127060,Illinois,Chicago (Englewood),6300 block of South Normal Boulevard,41.7799,-87.6375
127061,Illinois,Chicago,4300 block of West Hirsch Street,41.9062,-87.7338
127063,Illinois,Chicago,500 block of South Cicero Avenue,41.8739,-87.7452
127064,Illinois,Chicago,4600 block of South Cottage Grove Avenue,41.8112,-87.607
127066,Illinois,Chicago,1600 block of West 89th Street,41.7322,-87.6632
127068,Illinois,Chicago,1000 block of West 92nd Street,41.7269,-87.6486
127069,Illinois,Chicago,6600 block of South Champlain Avenue,41.7747,-87.6098
127090,Illinois,Chicago,4300 block of South State,41.8162,-87.6267
127110,Illinois,Chicago,5500 block of South State Street,41.7941,-87.6261
127131,Illinois,Chicago,11500 block of South Stewart Avenue,41.6852,-87.6325
127133,Illinois,Edwardsville,405 Randle St.,38.8118,-89.9598
127138,Illinois,Galesburg,,40.9515,-90.3696
127150,Illinois,Chicago,5700 block of West Bloomingdale Avenue,41.9128,-87.7682
127152,Illinois,Rockford,Crosby and Summit,42.2693,-89.0735
127204,Illinois,Chicago,1600 block of South Komensky,41.8588,-87.7262
127205,Illinois,Chicago (Englewood),6900 block of South Winchester,41.7684,-87.6724
127206,Illinois,Chicago,7100 block of South Washtenaw,41.7646,-87.6906
127207,Illinois,Chicago,5729 W. Bloomingdale Ave.,41.9125,-87.7702
127211,Illinois,Venice,Illinois 3 and Cedar St,38.6717,-90.1758
127257,Illinois,Chicago,6900 block of South Wabash Avenue,41.7692,-87.6234
127259,Illinois,Chicago,3100 block of West Division Street,41.9029,-87.7051
127260,Illinois,Chicago,3600 block of West Lexington Street,41.872,-87.7158
127261,Illinois,Chicago,4100 block of West Adams Street,41.8782,-87.7282
127262,Illinois,Chicago,5100 block of West Madison Street,41.8808,-87.7529
127263,Illinois,Chicago,3900 block of West Grenshaw Street,41.8674,-87.7229
127282,Illinois,Crystal Lake,,42.2697,-88.3133
127299,Illinois,Chicago (Englewood),7100 block of South Wentworth Avenue,41.765,-87.6253
127318,Illinois,Chicago,6400 block of North Magnolia,41.9982,-87.6618
127319,Illinois,Chicago,2300 block of South Levitt,41.8502,-87.681
127328,Illinois,Romeoville,,41.6342,-88.1129
127331,Illinois,Chicago,700 block of South East End Avenue,41.8044,-87.5854
127372,Illinois,Chicago,7800 block of South Kingston,41.7533,-87.563
127386,Illinois,Chicago,700 block of South Pulaski Road,41.8724,-87.7258
127396,Illinois,Galesburg,1000 block of East South St,40.9437,-90.3549
127398,Illinois,Chicago,9700 block of South Avenue L,41.7027,-87.5282
127406,Illinois,Rockford,Holland and Montague,42.2594,-89.112
127457,Illinois,Rockford,3300 block of Sun Valley Terrace,42.3095,-89.0751
127461,Illinois,Chicago,62nd Street and Kimbark Avenue,41.7823,-87.5947
127464,Illinois,Chicago (Roseland),300 block of West 113th Street,41.689,-87.6304
127478,Illinois,Chicago,5700 block of South Calumet Avenue,41.791,-87.6177
127480,Illinois,Hanna City,2800 block of Murphy Road,40.7243,-89.7771
127486,Illinois,Vermilion,Indiana 150 at Vermilion Road,40.3108,-87.6062
127507,Illinois,Chicago,1700 block of East 69th Street,41.7699,-87.5835
127509,Illinois,Rockford,900 block of Grant Avenue,42.2816,-89.0903
127510,Illinois,Effingham,,39.1195,-88.5606
127531,Illinois,Chicago,3800 block of West 19th Street,41.8551,-87.7199
127532,Illinois,Rockford,Benton St and Regan St,42.2703,-89.0715
127533,Illinois,Chicago (Chicago Lawn),5900 block of South Campbell Avenue,41.7865,-87.6863
127534,Illinois,Chicago,800 block of North Lorel Avenue,41.8949,-87.7593
127555,Illinois,Park Forest,Rich Court,41.4828,-87.6944
127565,Illinois,Skokie,7800 Austin Avenue,42.0223,-87.7769
127567,Illinois,Chicago,3300 block of South Hamilton,41.8339,-87.6794
127569,Illinois,Chicago,2800 block of West Harrison,41.8738,-87.6961
127570,Illinois,Chicago,4700 block of South Ada,41.8087,-87.6589
127585,Illinois,Danville,1200 block of Giddings Street,40.1444,-87.5975
127601,Illinois,Chicago (Roseland),101st and Wentworth,41.7107,-87.6284
127603,Illinois,Chicago,1200 block of North Lockwood,41.9022,-87.7583
127638,Illinois,Kankakee,South Washington Avenue and West River Street,41.1143,-87.8688
127670,Illinois,Chicago,6700 block of South Stony Island,41.7726,-87.5868
127685,Illinois,Chicago,7500 block of South Chappel Avenue,41.7589,-87.5749
127686,Illinois,Chicago,6400 block of South King Drive,41.7783,-87.616
127687,Illinois,Chicago,500 block of North Kedzie Avenue,41.8899,-87.7064
127704,Illinois,Chicago,600 block of East Marquette,41.7751,-87.6103
127723,Illinois,Chicago (Englewood),5900 block of South Ashland,41.7866,-87.6648
127724,Illinois,Chicago,700 block of West 48th Stree,41.8071,-87.6431
127729,Illinois,Chicago,7600 block of South Sangamon,41.7559,-87.6481
127730,Illinois,Chicago,200 block of South Pulaski Road,41.878,-87.7256
127737,Illinois,Rockford,1000 block of 12th Avenue,42.2542,-89.0824
127753,Illinois,Champaign,1100 block of West Bradley Avenue,40.1272,-88.2628
127759,Illinois,Chicago,10540 S. Morgan St,41.7025,-87.6477
127792,Illinois,Chicago (Englewood),7000 block of South Throop Street,41.7667,-87.6569
127794,Illinois,Danville,1600 block of East Voorhees,40.1466,-87.5986
127812,Illinois,Harvey,15301 Dixie Hwy,41.6117,-87.6714
127831,Illinois,Chicago (Englewood),5600 block of South Wolcott Avenue,41.792,-87.6722
127832,Illinois,Chicago (Englewood),4400 block of South Shields Avenue,41.8145,-87.635
127834,Illinois,Chicago (Roseland),10200 block of South State Street,41.7088,-87.6239
127835,Illinois,Chicago,7100 block of South Clyde Avenue,41.7661,-87.5739
127849,Illinois,Chicago,1100 block of North Pulaski Road,41.901,-87.7265
127851,Illinois,Chicago (Englewood),1139 W. 63rd St.,41.7795,-87.6539
127856,Illinois,Chicago (Roseland),10100 block of South State Street,41.7107,-87.6239
127867,Illinois,Chicago,6200 block of South King Drive,41.782,-87.6159
127874,Illinois,Lansing,16800 block of Torrence Avenue,41.5863,-87.559
127882,Illinois,Chicago,7600 block of South Chicago Avenue,41.7568,-87.5932
127884,Illinois,Chicago,9700 block of South University Avenue,41.7186,-87.5959
127885,Illinois,Chicago,3600 block of West Lexington Street,41.872,-87.7158
127889,Illinois,East Saint Louis,Eastgate Avenue,38.6314,-90.0947
127894,Illinois,Champaign,400 block of Briar Lane,40.1328,-88.2487
127945,Illinois,Chicago (Englewood),6700 block of South Loomis,41.7722,-87.6592
127953,Illinois,Chicago,0 block of South Kilbourn,41.8806,-87.7379
127955,Illinois,Chicago,300 block of South Hamlin,41.877,-87.721
127958,Illinois,Chicago,4600 block of North Racine,41.9654,-87.6597
127965,Illinois,Chicago,5600 block of South Wabash,41.7928,-87.6241
127981,Illinois,Chicago,1200 block of West Grenshaw,41.8678,-87.6569
127986,Illinois,Chicago,300 block of East 75th Street,41.7586,-87.618
127989,Illinois,Chicago,4000 block of South Archer,41.8213,-87.6931
127995,Illinois,Chicago,3700 block of West 75th Place,41.7565,-87.7144
128048,Illinois,East Saint Louis,Interstate 255,38.6014,-90.0863
128070,Illinois,Chicago,1600 block of West 47th Street,41.8086,-87.6651
128071,Illinois,Chicago (Englewood),2000 block of West 68th Place,41.7695,-87.6739
128072,Illinois,Peoria,300 block of East Illinois Avenue,40.7062,-89.5915
128074,Illinois,Chicago,1500 block of South Ridgeway,41.8606,-87.7193
128076,Illinois,Chicago,700 block of South Independence,41.8715,-87.7207
128077,Illinois,Chicago,6000 block of North Mozart Street,41.9904,-87.7006
128080,Illinois,Chicago,4300 block of West West End,41.8835,-87.7335
128081,Illinois,Chicago,3900 block of West Lexington,41.8718,-87.7231
128082,Illinois,Chicago,4600 block of South Honore,41.8102,-87.6714
128084,Illinois,Chicago,1200 block of South Independence,41.8662,-87.7201
128085,Illinois,Chicago,3900 block of West Erie,41.8929,-87.7248
128086,Illinois,Chicago,2400 block of North Lake Shore Drive,41.9264,-87.6315
128087,Illinois,Chicago,4600 block of West Jackson,41.8772,-87.7405
128088,Illinois,Chicago,8300 block of South Dante,41.7441,-87.5893
128090,Illinois,Chicago,200 block of West Root Street,41.8192,-87.6313
128099,Illinois,Chicago,5100 block of West Chicago Avenue,41.8952,-87.7533
128107,Illinois,Chicago,1400 block of West 99th Street,41.7143,-87.6577
128111,Illinois,Chicago,9900 block of South Paxton,41.7151,-87.5698
128113,Illinois,East Saint Louis (Cahokia),Ellen St and Williams St,38.564,-90.1694
128124,Illinois,Chicago,4300 block of North Kimball,41.9595,-87.7133
128125,Illinois,Aurora,Illinois Route 31 and U.S. Highway 30,41.7457,-88.3368
128145,Illinois,Chicago,6300 block of West Montrose,41.9605,-87.7846
128149,Illinois,Chicago,3300 block of West Walnut,41.8856,-87.7088
128150,Illinois,Streamwood,0 block of Redwood Court,42.0191,-88.1555
128151,Illinois,Elgin,1500 block of Dundee Avenue,42.0649,-88.2645
128161,Illinois,Champaign,Gates Place and Edgebrook Drive,40.1314,-88.2478
128237,Illinois,Peoria,2400 block of North Dechman Avenue,40.7162,-89.5925
128251,Illinois,Peoria,1100 block of North Central Avenue,40.7103,-89.5801
128298,Illinois,Rockford,300 block of Central Avenue,42.2742,-89.1161
128330,Illinois,Chicago,2100 block of South Harding,41.8533,-87.7238
128332,Illinois,Chicago,11500 block of South Wentworth,41.6852,-87.6277
128336,Illinois,Chicago,1200 block of West 85th Street,41.7396,-87.6534
128337,Illinois,Chicago,3800 block of South Lake Park Avenue,41.8267,-87.6054
128350,Illinois,Chicago (Englewood),5900 block of South Princeton,41.7871,-87.6331
128355,Illinois,Chicago,I-94,41.8182,-87.6299
128356,Illinois,Chicago,700 block of North Kedzie,41.8939,-87.7068
128357,Illinois,Chicago,900 block of North Cambridge,41.8985,-87.6419
128358,Illinois,Chicago,9700 block of South Vincennes,41.7181,-87.6518
128359,Illinois,Chicago,5000 block of West West End Avenue,41.8833,-87.7505
128361,Illinois,Chicago,8500 block of South Ashland,41.7394,-87.6632
128362,Illinois,Chicago (Roseland),300 block of West 108th Place,41.6972,-87.6306
128410,Illinois,Rockford,2800 block of 10th Street,42.2343,-89.0746
128414,Illinois,Rockford,3400 block of Garfield Drive,42.297,-89.1117
128434,Illinois,Chicago,6400 block of North Rockwell,41.9976,-87.6948
128435,Illinois,Chicago,3600 block of West 30th Street,41.8389,-87.7147
128448,Illinois,Alton,1000 block of Brown Street,38.8945,-90.1638
128452,Illinois,Chicago,5100 block of South Calumet,41.8021,-87.6178
128453,Illinois,Chicago (Englewood),6700 block of South Sangamon,41.7724,-87.6483
128470,Illinois,Chicago,3800 block of West Gladys,41.8762,-87.7207
128482,Illinois,Rockford,1100 block of North Court Street,42.2834,-89.0862
128497,Illinois,River Forest,Thatcher Avenue and Division Street,41.9011,-87.826
128501,Illinois,Chicago,4800 block of West Monroe,41.8795,-87.7453
128502,Illinois,Chicago,6400 block of South King Drive,41.7783,-87.616
128503,Illinois,Chicago,1300 block of North Pulaski,41.9046,-87.7268
128505,Illinois,Chicago,400 block of East 74th Street,41.7602,-87.6151
128506,Illinois,Chicago,900 block of North Massasoit,41.8968,-87.7694
128542,Illinois,Chicago,1500 block of East 73rd Place,41.7617,-87.5883
128544,Illinois,Chicago,8700 block of South Escanaba Avenue,41.7372,-87.5546
128597,Illinois,Marion,1100 block of Midway Ct,37.7212,-88.9413
128654,Illinois,Chicago,2600 block of East 73rd Street,41.7634,-87.5619
128688,Illinois,Chicago,3300 block of West Huron Street,41.8937,-87.7089
128692,Illinois,Hillside,,41.8736,-87.9006
128694,Illinois,Chicago,7900 block of South Laflin,41.7504,-87.661
128713,Illinois,Chicago,10200 block of South LaSalle Street,41.7088,-87.6275
128725,Illinois,Chicago,3400 block of West Iowa Street,41.8974,-87.7115
128726,Illinois,Chicago,89th Street and Exchange Avenue,41.7337,-87.5527
128727,Illinois,Chicago,Leland Avenue and Racine Avenue,41.9672,-87.6596
128731,Illinois,South Roxana,200 block of Smith Street,38.8318,-90.0664
128732,Illinois,Chicago,800 block of North Harding Avenue,41.8954,-87.7249
128738,Illinois,Chicago,Lake Shore Drive and Division Street,41.904,-87.625
128769,Illinois,Chicago,1300 block of West Leland Avenue,41.9672,-87.6627
128802,Illinois,Chicago,4100 block of West 56th Street,41.7914,-87.7256
128803,Illinois,Chicago,1400 block of North Lotus,41.9059,-87.7624
128807,Illinois,Waukegan,902 Grand Ave,42.3671,-87.843
128824,Illinois,Chicago,3000 block of West Devon Avenue,41.9976,-87.7047
128825,Illinois,Chicago,4800 block of South Loomis Boulevard,41.8067,-87.6604
128826,Illinois,Chicago,4600 block of South Wood Street,41.8102,-87.6702
128838,Illinois,Chicago (Englewood),5600 block of South Laflin Street,41.7921,-87.6624
128844,Illinois,Charleston,500 block of Treeline Drive,39.4965,-88.1575
128848,Illinois,Chicago (Englewood),6600 block of South Union Avenue,41.774,-87.643
128849,Illinois,Danville,1100 block of North Franklin Street,40.1421,-87.6329
128850,Illinois,Chicago,7500 block of South Coles,41.7598,-87.5586
128856,Illinois,Waukegan,1800 block of North Berwick,42.382,-87.8598
128865,Illinois,Chicago,7900 block of South Ingleside Avenue,41.7513,-87.6016
128890,Illinois,Chicago,700 block of South St. Louis Avenue,41.8727,-87.7132
128907,Illinois,Chicago,1100 block of North Pulaski Road,41.901,-87.7265
128908,Illinois,Chicago,6700 block of South Rhodes,41.7728,-87.612
128910,Illinois,Chicago,Morgan Street,41.7932,-87.6111
128975,Illinois,Chicago,700 block of North Ada,41.8946,-87.6615
128985,Illinois,Fairview Heights,Potomac Drive,38.5957,-90.0067
129018,Illinois,Chicago,13300 block of South Torrence,41.6525,-87.5593
129019,Illinois,Chicago,3500 block of South Parnell Avenue,41.8308,-87.64
129026,Illinois,Urbana,2300 block of East Main Street,40.113,-88.1785
129060,Illinois,Melrose Park,1200 block of North 34th Avenue,41.8972,-87.8751
129061,Illinois,Chicago,4700 block of North Virginia,41.9666,-87.6979
129064,Illinois,Chicago,Interstate 55 and King Drive,41.7801,-87.6155
129065,Illinois,Chicago,4100 block of West Potomac,41.9047,-87.729
129070,Illinois,Chicago,2900 block of West Armitage Avenue,41.9177,-87.6995
129113,Illinois,Chicago (Englewood),1100 block of West 72nd Street,41.7633,-87.6516
129116,Illinois,Chicago,7700 block of South Trumbull,41.7532,-87.7089
129131,Illinois,Chicago,7300 block of South Blackstone,41.7622,-87.5887
129145,Illinois,Aurora,200 N 4th St,41.7592,-88.3055
129168,Illinois,Danville,700 block of Commercial Street,40.1198,-87.6186
129174,Illinois,Chicago,8600 block of South Ashland Avenue,,
129208,Illinois,Chicago,200 block of North Laramie,41.8845,-87.7555
129226,Illinois,Peoria,600 block of East Republic Street,40.7132,-89.5872
129227,Illinois,Chicago,900 block of West 96th Street,41.7193,-87.6456
129234,Illinois,Elgin,400 block of St. Charles Street,42.0288,-88.2713
129238,Illinois,Chicago (Englewood),6300 block of South Honore,41.7793,-87.6703
129244,Illinois,Chicago,6400 block of South Keeler,41.7766,-87.7279
129251,Illinois,Chicago,12700 block of South Halsted,41.6629,-87.6419
129252,Illinois,Chicago (Englewood),6700 block of South Halsted,41.7723,-87.645
129254,Illinois,Chicago,500 block of North Springfield,41.8899,-87.7235
129255,Illinois,Chicago,0 block of North Mason,41.8802,-87.7732
129259,Illinois,Chicago (Englewood),2000 block of West 71st Street,41.7648,-87.6735
129261,Illinois,Chicago,4600 block of West Erie,41.8925,-87.7414
129284,Illinois,Chicago,4700 block of South Ashland,41.8083,-87.6659
129285,Illinois,Chicago,300 block of East Kensington,41.6845,-87.6166
129287,Illinois,Decatur,W Packard St and N Oakland Av,,
129378,Illinois,Rockford,1000 block of Furman Street,42.2864,-89.1118
129412,Illinois,Chicago,8100 block of South Harvard Avenue,41.747,-87.6333
129432,Illinois,Chicago,4000 block of West Belmont,41.9391,-87.7272
129433,Illinois,Chicago,7600 block of South Drexel,41.7568,-87.6029
129439,Illinois,Chicago,3100 block of West North Avenue,41.9105,-87.7047
129444,Illinois,Chicago (Roseland),11200 block of South Perry Avenue,41.6907,-87.6258
129445,Illinois,Chicago,900 block of North Lamon Avenue,41.8968,-87.7483
129446,Illinois,Chicago,2500 block of South Francisco,41.8464,-87.6977
129449,Illinois,Chicago,600 block of West 28th Street,41.8436,-87.6415
129450,Illinois,Chicago,3500 block of South Vincennes,41.8299,-87.6112
129451,Illinois,Chicago,4400 block of South Marshfield,41.814,-87.6664
129452,Illinois,Chicago,4400 block of South Wentworth Avenue,41.8145,-87.6313
129463,Illinois,Galena,405 Broadway Street,42.4185,-90.4246
129512,Illinois,Chicago,2100 block of North Bingham Street,41.9186,-87.6926
129514,Illinois,Urbana,1414 Triumph Drive,40.1485,-88.1885
129526,Illinois,East Saint Louis,1516 Gross Ave,38.6335,-90.1292
129535,Illinois,Chicago,2500 block of South Washtenaw Avenue,41.8465,-87.6929
129536,Illinois,Rockford,Tacoma Avenue and North Winnebago Street,42.2914,-89.0937
129541,Illinois,Chicago,6800 block of South Anthony Avenue,41.7707,-87.6154
129542,Illinois,Chicago,2400 block of South Michigan Avenue,41.8493,-87.6237
129544,Illinois,Chicago,6100 block of South Eberhart Avenue,41.7837,-87.6136
129548,Illinois,Chicago,North Michigan Avenue,41.8901,-87.6242
129563,Illinois,Chicago (Englewood),6600 block of South Hoyne Avenue,41.7737,-87.6764
129590,Illinois,Chicago,4600 block of West Chicago Avenue,41.8956,-87.7425
129591,Illinois,Chicago,9700 S Halsted St,41.7173,-87.6432
129592,Illinois,Chicago,6300 block of North Western Avenue,41.9961,-87.6901
129616,Illinois,Chicago,1500 block of East 73rd Street,41.7626,-87.5883
129618,Illinois,Chicago,8300 block of South Ada Street,41.743,-87.6574
129623,Illinois,Chicago,5000 block of South May Street,41.8031,-87.6542
129696,Illinois,Chicago (Chicago Lawn),6700 block of South Claremont Avenue,41.772,-87.6821
129730,Illinois,Chicago,2900 block of West Armitage Avenue,41.9177,-87.6995
129773,Illinois,Madison,Seventh Street and Alton Avenue,38.6828,-90.1522
129779,Illinois,North Chicago,13th Street and Victoria Avenue,42.3358,-87.8436
129781,Illinois,Woodridge,7600 block of Orchard Lane,41.7476,-88.0332
129793,Illinois,Danville,800 block of North Griffin Street,40.1361,-87.6025
129842,Illinois,Rockford,4800 block of Creekview Road,42.2611,-89.0237
129877,Illinois,Centralia,500 N. Maple,,
129885,Illinois,Waukegan,2000 block of Georgetown Lane,42.3843,-87.8581
129907,Illinois,Chicago,3300 block of West Ohio Street,41.8919,-87.7089
129930,Illinois,Chicago,2100 block of East 71st Street,41.7664,-87.5737
129931,Illinois,Chicago,1300 block of South Homan,41.8642,-87.7105
129932,Illinois,Bourbonnais,700 Main St NW,41.1601,-87.8795
129934,Illinois,Chicago (Englewood),7200 block of South Marshfield Avenue,41.763,-87.6653
129943,Illinois,Chicago,1300 block of West 77th Street,41.7543,-87.6556
129952,Illinois,Chicago,1100 South Troy Street,41.8682,-87.7045
129954,Illinois,Chicago,900 block of North Massasoit Avenue,41.8968,-87.7694
129956,Illinois,Chicago (Roseland),600 block of East 95th Street,41.7223,-87.6091
129957,Illinois,Chicago (Englewood),300 block of East 47th Street,41.8095,-87.6193
129962,Illinois,Chicago,4400 block of South Prairie Avenue,41.8146,-87.6202
129971,Illinois,Elmhurst,200 block of East First Street,41.8993,-87.9353
129984,Illinois,Chicago (Englewood),6500 block of South Claremont Avenue,41.7755,-87.6825
129986,Illinois,Rockford,700 block of Kent Street,42.2635,-89.106
129996,Illinois,Rockford,600 block of South Third Street,42.2617,-89.0893
129997,Illinois,Chicago,5900 block of West Race Avenue,41.8901,-87.7721
130003,Illinois,Rockford,,42.2979,-89.1198
130043,Illinois,Chicago,3000 block of West 40th Street,41.8211,-87.6997
130053,Illinois,Chicago,47th Street and California Avenue,41.8083,-87.6942
130054,Illinois,Chicago,8300 block of South Carpenter,41.7432,-87.6499
130055,Illinois,Chicago (Englewood),6300 block of South Parnell,41.7799,-87.6388
130056,Illinois,Chicago,400 block of East 63rd Street,41.7804,-87.6154
130057,Illinois,Chicago,5800 block of South Wabash Avenue,41.7892,-87.624
130058,Illinois,Chicago,5100 block of South Rockwell,41.8011,-87.6891
130077,Illinois,Chicago,700 block of East 43rd Street,41.817,-87.609
130093,Illinois,Peoria,1000 block of West Burnside Place,40.7601,-89.6075
130094,Illinois,Chicago,5300 block of South Princeton,41.798,-87.6334
130114,Illinois,Chicago,6100 block of South Indiana,41.7838,-87.6206
130120,Illinois,Peoria,West Starr and South Stanley,40.6741,-89.6316
