,state,city_or_county,address,latitude,longitude
176770,Texas,San Antonio,1200 block of Wyoming St,29.4179,-98.4627
176782,Texas,Fort Worth,4860 SW Loop 820,32.6855,-97.394
176804,Texas,San Antonio,4900 block of Teasdale Dr,29.5633,-98.3956
176813,Texas,Slaton,16014 CR 3460,33.4497,-101.644
176825,Texas,Austin,100 block of E O’Dell St,30.3366,-97.7093
176845,Texas,Fort Worth,400 block of N Chandler Dr,32.77,-97.3028
176864,Texas,Austin,619 I-35,30.2662,-97.7336
176885,Texas,San Antonio,100 block of Ferris,29.4143,-98.44
176886,Texas,San Antonio,3400 block of Kildare Avenue,29.3745,-98.4331
176888,Texas,San Antonio,,29.469,-98.5285
176889,Texas,Houston,3111 W Little York Rd,29.8634,-95.4556
176890,Texas,Houston,7300 block of Alabonson Rd,29.8747,-95.4809
176901,Texas,South Padre Island,,26.1098,-97.1676
176920,Texas,Houston,6606 Lockwood Ave,29.8198,-95.3184
176970,Texas,San Antonio,900 block of Grosvenor St,29.3546,-98.5179
177006,Texas,Houston,12647 Ashford Meadow Dr,29.7336,-95.6081
177012,Texas,Arp,11300 block of County Road 2222,32.3187,-95.1162
177029,Texas,Richmond,1403 River Cliff Court,29.6124,-95.7581
177042,Texas,Richmond,1400 block of River Cliff Ct,29.6118,-95.758
177052,Texas,Kilgore,3300 Block of Danville Dr,32.3897,-94.8445
177071,Texas,Houston,400 block of W Little York Rd,29.8712,-95.4044
177082,Texas,Belton (Morgans Point Resort),Pawnee Lane,31.1401,-97.4621
177083,Texas,Dallas,3600 block of Dunbar Street,32.7674,-96.7604
177085,Texas,Tyler,13600 block of TX 64,32.3442,-95.3127
177086,Texas,San Antonio,2300 block of Goliad Rd,29.3626,-98.4385
177087,Texas,San Antonio,4800 block of Roxton Avenue,29.5975,-98.4088
177088,Texas,Killeen,,31.1195,-97.7255
177090,Texas,Abilene,1000 block of S Willis St,32.4384,-99.7643
177096,Texas,San Antonio,5900 block of Hidden Dale St,29.493,-98.6892
177121,Texas,Houston,1737 N. Loop W.,29.8096,-95.4306
177267,Texas,Houston,Birdsall St and Washington Ave,29.7709,-95.4202
177283,Texas,Fort Worth,5000 block of E Rosedale St,32.7312,-97.2479
177327,Texas,Killeen,"10,000 block of Diana Dr",31.0331,-97.7497
177333,Texas,Dallas,2100 block of Chatham Square Court,32.7493,-96.6472
177334,Texas,Groves,3100 block of W Parkway St,29.9402,-93.9133
177356,Texas,Henderson,CR 4132,32.1985,-94.8895
177382,Texas,Victoria,,28.8091,-96.988
177424,Texas,Fort Worth,801 N Main St,32.7689,-97.3414
177442,Texas,Richardson,,32.965,-96.7443
177443,Texas,San Antonio,300 block of Enrique M. Barrera Parkway,29.4296,-98.5664
177445,Texas,College Station,2511 Earl Rudder Fwy,30.6127,-96.2893
177450,Texas,Amarillo,3000 block of Amarillo Blvd W,35.2227,-101.87
177478,Texas,Arlington,4600 block of W Bardin Rd,32.6681,-97.1819
177489,Texas,Rowlett,President George Bush Turnpike,32.9043,-96.5558
177492,Texas,Allen,300 block of Greenville Ave,33.0867,-96.6716
177493,Texas,San Antonio,1100 block of Austin Highway,29.4856,-98.4505
177494,Texas,San Antonio,US 281 and Hildebrand,29.4654,-98.4733
177496,Texas,Winona,19000 block of County Rd 356,32.5181,-95.1306
177503,Texas,Abilene,1700 block of Briarwood St,32.4692,-99.7603
177511,Texas,El Paso,9960 McCombs St,31.8977,-106.407
177519,Texas,Justin,10000 block of Justin Cemetery Rd,33.0724,-97.295
177528,Texas,El Paso,400 Block of Hardy Circle,31.7713,-106.411
177569,Texas,Houston,4002 Corder St,29.6855,-95.3623
177570,Texas,Normangee,4th St,31.0305,-96.1186
177579,Texas,Amarillo,4900 block of Yale St,35.1561,-101.896
177588,Texas,Houston,6900 Scott St,29.6907,-95.3629
177627,Texas,Tyler,900 block of E Martin Luther King Blvd,32.3702,-95.2917
177642,Texas,Houston,400 block of Highland Cross Dr,30.025,-95.4246
177644,Texas,Wichita Falls,1212 Broad St,33.9038,-98.496
177649,Texas,Austin,12221 N Mopac Expressway,30.4116,-97.7064
177710,Texas,San Antonio,300 block of Cactus,29.636,-98.4639
177715,Texas,Whitney,200 block of FM 1534,31.9362,-97.2439
177735,Texas,Corpus Christi,Baldwin and Hiawatha,27.7793,-97.432
177745,Texas,Houston,7600 block of E Houston Rd,29.832,-95.2695
177752,Texas,Killeen,526 E Veterans Memorial Blvd,31.1166,-97.7261
177759,Texas,Killeen,800 block of W Green Ave,31.1271,-97.736
177796,Texas,Lufkin,N John Redditt Dr,31.352,-94.7649
177806,Texas,Laredo,Lomas Del Sur Boulevard and South Texas Avenue,27.4643,-99.4694
177813,Texas,Houston,I-10 and Silber Rd,29.7864,-95.468
177849,Texas,Houston,19000 block of Toast Hollow Ct,29.977,-95.4045
177852,Texas,Laredo,1500 block of Jacaman Rd,27.5605,-99.4693
177853,Texas,Laredo,2500 Block of Park St,27.5172,-99.5202
177865,Texas,Fort Worth,1000 Block of Bessie St,32.7402,-97.3156
177914,Texas,San Antonio,1300 block of San Casimiro,29.3185,-98.4767
177964,Texas,Houston,7777 Katy Fwy,29.783,-95.4708
177974,Texas,Cisco,I-20,32.3747,-98.9793
178009,Texas,Weslaco,600 block of Martinez St,26.1031,-97.9508
178016,Texas,Desoto,,32.5978,-96.8609
178032,Texas,Cypress,18000 block of Harnett Dr,29.9816,-95.7043
178039,Texas,Austin,I 35 N,30.2649,-97.7349
178052,Texas,San Antonio,1000 block of Piedmont Ave,29.4087,-98.467
178095,Texas,Dallas,1700 block of Overton Rd,32.7039,-96.801
178097,Texas,Lufkin,314 Kurth Dr,31.3552,-94.7241
178101,Texas,San Antonio,100 block of Magendie St,29.4108,-98.4514
178124,Texas,Texarkana,4203 N State Line Ave,33.4602,-94.0432
178140,Texas,San Antonio,I-10 and DeZavala,29.5632,-98.5916
178172,Texas,Mabank (Gun Barrel City),100 block of Arbolado Blvd,32.319,-96.1497
178200,Texas,Dallas,1500 block of E Louisiana Ave,32.7235,-96.8027
178211,Texas,Commerce,428 MLK Blvd,33.2511,-95.8909
178234,Texas,Brazoria (county),,29.5527,-95.3548
178251,Texas,Abilene,,32.4831,-99.7115
178256,Texas,Waco,2600 block of Steward Dr,31.5817,-97.1842
178257,Texas,Waco,2200 block of McKenzie Ave,31.568,-97.1689
178262,Texas,Paris,100 block of SE 13th,33.6607,-95.5423
178275,Texas,Hamlin,600 block of NE Ave B,32.8909,-100.126
178281,Texas,Houston,4615 N Shepherd Dr,29.8316,-95.4108
178290,Texas,Corpus Christi,4200 Block of Laguna Shores,27.6121,-97.2998
178297,Texas,Houston,5619 Aldine Bender Rd,29.9306,-95.3065
178312,Texas,Austin,300 Carmen Court,30.3356,-97.7075
178330,Texas,San Antonio,5725 Evers Rd,,
178336,Texas,San Antonio,1500 block of Basse Rd,29.4884,-98.5078
178384,Texas,Houston,8600 Block of Sands Point Dr,29.7147,-95.5378
178385,Texas,Fort Worth,9001 N Normandale St,32.7342,-97.4749
178419,Texas,Alvin,Heights Rd and Brazos Dr,29.4344,-95.254
178427,Texas,Houston,2600 Westridge St,29.6823,-95.4205
178437,Texas,Montgomery,100 block of Hall Dr N,30.2652,-95.7382
178456,Texas,Houston,Airline,29.9857,-95.3505
178462,Texas,Belton,,31.0706,-97.482
178498,Texas,San Antonio,Sunset Village Dr,29.553,-98.6276
178503,Texas,Houston,,29.7654,-95.3663
178529,Texas,Amarillo,6th and S. Louisiana,35.2112,-101.872
178610,Texas,Arlington,4800 block of Abbott Ave,32.67,-97.0885
178613,Texas,Paris,2400 block of Graham,33.6636,-95.5815
178647,Texas,San Antonio,Brice St and F St,29.4085,-98.4284
178648,Texas,Rockport,21300 block of US-281,29.8776,-98.2996
178650,Texas,Fort Worth,10200 block of Cool Spring Dr,32.7381,-97.5049
178651,Texas,Houston,8100 block of Sandhurst Dr,29.6349,-95.3446
178654,Texas,Laredo,3700 Block of Santa Isabel Ave,27.533,-99.5157
178669,Texas,Abilene,2400 Block of Russell Ave,32.4483,-99.751
178689,Texas,Killeen,2600 block of Boswell Dr,31.1326,-97.6854
178690,Texas,Killeen,3200 block of Hereford Ln,31.0914,-97.7498
178709,Texas,Pittsburg (Lafayette),14000 block of FM 1975,32.9764,-94.9875
178720,Texas,Houston,Naylor St,29.7702,-95.3573
178721,Texas,Houston,3500 block of Attucks,29.7257,-95.3536
178728,Texas,Mexia,3400 block of North FM 39,31.6035,-96.4304
178752,Texas,Dallas,4700 block of S Denley Dr,32.6915,-96.7933
178764,Texas,Fort Worth,4500 block of Jennifer Ct,32.7057,-97.257
178790,Texas,San Antonio,300 block of Hammond Ave,29.3995,-98.4694
178793,Texas,San Antonio,300 block of Hidalgo St,29.4141,-98.5196
178828,Texas,Longview,2107 E Marshall Ave,32.5051,-94.7055
178834,Texas,Windom,US-82,33.6061,-95.987
178871,Texas,Azle,300 block of Spring Valley Cir,32.8568,-97.612
178903,Texas,Bruceville,Lowry Ln,31.3754,-97.2189
178909,Texas,Houston,9000 block of S Dairy Ashford,29.6805,-95.6026
178916,Texas,Georgetown,6600 block of Cherrywood Lane,30.7053,-97.7422
178919,Texas,Mount Pleasant,2306 S Jefferson St,33.1815,-94.9723
178933,Texas,San Antonio,6700 block of Walzem Rd,29.5009,-98.3565
178951,Texas,Savoy,FM 1752,33.6113,-96.3576
178957,Texas,Dallas,3000 Block of Clydedale Dr,32.8621,-96.874
178959,Texas,San Antonio,7400 block of Clint Ln,29.3525,-98.4923
178961,Texas,Paris,500 block of Cedar St,33.6524,-95.552
178964,Texas,San Angelo,Edmund Blvd and N Van Buren St,31.4773,-100.474
178967,Texas,San Angelo,2000 block of Field St,31.475,-100.477
178979,Texas,Houston,300 Heights Blvd,29.7768,-95.3976
179017,Texas,Amarillo,900 N Hayden St,35.2232,-101.848
179019,Texas,Alice,900 block of N Johnson St,27.7596,-98.0826
179021,Texas,Houston,,29.7654,-95.3663
179024,Texas,Lubbock,1700 block of Ave R,33.5597,-101.856
179025,Texas,Austin,200 block of W Ben White Blvd,30.224,-97.7645
179037,Texas,Killeen,101 W Central Texas Expressway,31.1022,-97.7408
179093,Texas,Houston,13203 Robinglen Drive,29.7019,-95.6171
179115,Texas,Longview,900 block of 8th Ave,32.5006,-94.7271
179146,Texas,Lufkin,,31.3225,-94.6887
179147,Texas,Lufkin,,31.3225,-94.6887
179150,Texas,Brownsville,861 Old Alice Rd,25.9333,-97.4997
179151,Texas,Abilene,900 Block of Beltway S,32.352,-99.7671
179176,Texas,Spring,30000 block of Wisteria Trace Dr,30.1352,-95.3903
179178,Texas,Austin,9106 N Interstate 35,30.162,-97.789
179198,Texas,Austin,7600 block of Blessing Ave,30.3333,-97.6922
179206,Texas,Houston,3203 S Dairy Ashford Rd,29.7292,-95.6056
179209,Texas,Hockley,Clear Creek Rd,30.1206,-95.8076
179219,Texas,Prairie View,Dooley Street and Bledsoe Street,30.0873,-95.9915
179237,Texas,Houston,5403 Bungalow Lane,29.6324,-95.341
179270,Texas,Austin,815 W Slaughter Ln,30.1742,-97.8056
179279,Texas,Mission,,26.2197,-98.3337
179326,Texas,Houston,Dunson Glen Dr and Red Bank Dr,29.9872,-95.4372
179336,Texas,Huntington,,31.2706,-94.5288
179354,Texas,Dallas,3920 Rosemeade Parkway,33.0103,-96.8444
179361,Texas,Weatherford,7100 block of River Trail,32.577,-97.8883
179379,Texas,Marshall,707 E Grand Ave,32.5485,-94.3601
179393,Texas,Mesquite,800 block of Crest Meadow Ln,32.7395,-96.5844
179405,Texas,Laredo,3100 block of Potomac Ct,27.4684,-99.4638
179412,Texas,San Antonio,1000 block of Mindie Ln,29.4445,-98.75
179415,Texas,Corpus Christi,,27.795,-97.3989
179417,Texas,Houston,500 Greens Road,29.9503,-95.405
179435,Texas,Houston,3000 Brailsfort,29.7325,-95.3577
179470,Texas,El Paso,3300 block of Chickasaw Dr,31.7888,-106.296
179495,Texas,San Antonio,24100 block of Acanthus,29.6656,-98.5116
179565,Texas,Conroe,1101 S 7th St,30.3214,-95.4509
179618,Texas,Corpus Christi,1000 block of Vaky St,27.7573,-97.3964
179632,Texas,San Antonio,3700 block of Roosevelt Ave,29.3518,-98.4812
179643,Texas,Mansfield,3100 Block of E Broad St,32.5776,-97.0799
179644,Texas,Houston,Westover and Crestmont,29.6633,-95.3286
179647,Texas,Houston,10502 Bauman Rd,29.8572,-95.3719
179719,Texas,Converse,4214 Stanley Park,29.5232,-98.3441
179738,Texas,Lubbock,5401 Ave Q,33.5453,-101.853
179743,Texas,Mabank (Gun Barrel City),Willowwood Dr,32.3229,-96.1498
179771,Texas,Tyler,4400 Paluxy Dr,32.3018,-95.2771
179772,Texas,Fredericksburg,1141 US 290 W,30.2846,-98.8876
179795,Texas,Frisco,6000 block of Larkspur Lane,33.1305,-96.893
179820,Texas,Dallas,8400 block of S Westmoreland,32.6475,-96.8743
179822,Texas,Longview,,32.5019,-94.7467
179838,Texas,Baytown,700 block of W Baker Rd,29.7698,-94.9711
179846,Texas,Corpus Christi,5900 Block of Ayers,27.7241,-97.4344
179856,Texas,Houston,6200 block of Belmark,29.664,-95.3166
179859,Texas,San Antonio,2600 block of Westward Dr,29.4047,-98.6329
179866,Texas,Killeen,2600 block of Pecan Creek Rd,31.0123,-97.7823
179870,Texas,Harris (county),I-45 N,30.0664,-95.4346
179875,Texas,Jacksonville,402 Jackson St,31.9619,-95.2695
179888,Texas,Mcallen,,26.2164,-98.2359
179919,Texas,Harrison (county),,32.5511,-94.3807
179939,Texas,San Antonio,1700 block of E Crockett St,29.4234,-98.459
179958,Texas,Gladewater,100 block of Private Road 3367,32.5839,-94.9152
179981,Texas,Austin,5815 Encinal Cove,30.1914,-97.7503
179995,Texas,Fort Worth,10310 Old Denton Rd,32.9251,-97.3071
180001,Texas,San Antonio,St Martin St,29.4293,-98.4905
180002,Texas,San Antonio,Kilkenny,29.3733,-98.6352
180035,Texas,Houston,9559 Airline Dr,29.8963,-95.3983
180066,Texas,Houston,12500 block of Sandpiper Dr,29.641,-95.505
180069,Texas,Dallas,3071 W Northwest Highway,32.8557,-96.8708
180070,Texas,Houston,15236 Wallisville Rd,29.8082,-95.1649
180082,Texas,Arlington,2400 block of Ascension Blvd,32.7733,-97.0831
180118,Texas,Texarkana,C R 2301,33.5644,-94.1826
180166,Texas,Houston,6200 Block of Belmark St,29.664,-95.3166
180174,Texas,Houston,10012 Tidwell St,29.8509,-95.2392
180186,Texas,Humble,Truxton St and Shelburne St,29.9593,-95.305
180210,Texas,San Antonio,900 Block of McCauley Ave,29.3592,-98.5423
180211,Texas,Longview,128 W Loop 281,32.5413,-94.7486
180230,Texas,Odessa,802 N Sam Houston,31.8495,-102.375
180232,Texas,Amarillo,3600 block of Olsen Blvd,35.185,-101.88
180233,Texas,San Antonio,Loop 410 access road,29.3196,-98.5529
180251,Texas,San Antonio,,29.469,-98.5285
180272,Texas,Austin,1881 Grove Blvd,30.2301,-97.7062
180293,Texas,Amarillo,1600 block of S Georgia St,35.1975,-101.866
180306,Texas,Killeen,500 Block of Rhode Island St,31.1258,-97.7403
180307,Texas,Prosper,1600 block of Hidden Glen Ct,33.2375,-96.7773
180318,Texas,Houston,12300 block of W Village Dr,29.9043,-95.3065
180336,Texas,Franklin,446 Holly Rd,31.0264,-96.4777
180348,Texas,Taylor (county),,32.4311,-99.7701
180350,Texas,Fort Worth,5000 block of Sunshine Dr,32.7193,-97.2484
180352,Texas,Harker Heights,400 block of West Veterans Memorial Blvd,31.0914,-97.6704
180354,Texas,Lubbock,3200 block of 62nd St,33.538,-101.87
180356,Texas,Longview,Ruby Lane,32.5603,-94.8055
180366,Texas,Fort Worth,2512 N Edgewood Terrace,32.7428,-97.2541
180367,Texas,San Antonio,6500 block of Kestrel Lane,29.5562,-98.3601
180371,Texas,Mansfield,1000 Block of Hickory Circle,32.5925,-97.1278
180375,Texas,Sugar Land,1484 State Highway 6,29.6011,-95.6318
180422,Texas,Hillsboro,,32.008,-97.1181
180428,Texas,Mansfield,1000 Block of Rockcress Dr,32.5461,-97.1164
180432,Texas,Oakwood,,31.5442,-95.8618
180435,Texas,Corpus Christi,I 37 and Corn Products Rd,27.8051,-97.4819
180438,Texas,Austin,6321 Parliament Dr,30.2873,-97.6596
180452,Texas,Lubbock,1717 Texas Ave,33.5798,-101.846
180487,Texas,Houston,3829 Mount Pleasant St,29.6858,-95.3668
180503,Texas,Houston,7065 Bellfort,29.6703,-95.3039
180517,Texas,Dallas,2900 block of Holmes St,32.7616,-96.7792
180529,Texas,Cypress,West Rd and Barker Cypress,29.9085,-95.6861
180565,Texas,Arlington,1700 block of Aberdeen Dr,32.7026,-97.1329
180588,Texas,Houston,Briley St and McGowan St,29.735,-95.356
180594,Texas,Fort Worth,,32.7462,-97.3295
180608,Texas,Austin,4300 Acropolis Ct,30.4126,-97.7298
180625,Texas,Alamo,E Ridge Rd and Whalen Rd,26.1678,-98.0928
180628,Texas,San Antonio,800 block of S Mittman St,29.4121,-98.4545
180638,Texas,Paris,500 Block of NE 6th St,33.6663,-95.5505
180695,Texas,Lubbock,1707 Texas Ave,33.5791,-101.845
180719,Texas,Sherman,1700 block of Texoma Parkway,33.6535,-96.6074
180739,Texas,Marshall,,32.5511,-94.3807
180765,Texas,Houston,,29.7654,-95.3663
180766,Texas,Baytown,2900 Block of Market St,29.7282,-95.0028
180777,Texas,Houston,6100 block of Hillcroft,29.714,-95.4973
180786,Texas,Tyler,3125 Seaton St,32.3155,-95.3329
180819,Texas,Killeen,N Fort Hood St and W Veterans Memorial Blvd,31.1191,-97.7365
180836,Texas,Texas City,1000 block of 25th Ave N,29.4081,-94.9094
180837,Texas,Galveston,5222 Seawall Blvd,29.2712,-94.8192
180878,Texas,Dallas,3100 Block of Easter Ave,32.7112,-96.796
180943,Texas,San Antonio,3100 block of Fidelia Drive,29.469,-98.5285
180951,Texas,Donna,900 block of Earling Rd,26.22,-98.0703
180997,Texas,Brenham,Hummingbird Rd,30.1657,-96.4961
181017,Texas,Houston,9500 block of Maple Green Lane,29.8591,-95.1975
181045,Texas,Austin,3800 Block of E 16th St,30.2813,-97.6932
181058,Texas,Texarkana,2000 block of W 17th St,33.4328,-94.0655
181079,Texas,Waco,Valley Mills Dr,31.5266,-97.1547
181111,Texas,Pharr,605 FM Rd 3072,26.1246,-98.2063
181112,Texas,Houston,9700 block of Court Glen Dr,29.6723,-95.5834
181114,Texas,Fort Worth,4800 block of Madyson Ridge Dr,32.6325,-97.3934
181117,Texas,Amarillo,North Grand Street and Amarillo Boulevard,35.222,-101.795
181119,Texas,Houston,2600 block of Mayview Dr,29.8616,-95.4504
181178,Texas,Fort Worth,5600 block of Wellesley Ave,32.7257,-97.4063
181218,Texas,Dallas,8300 block of Nisqually St,32.7315,-96.6786
181220,Texas,Sherman,1800 W Washington St,33.6418,-96.6343
181260,Texas,College Station,1100 block of Southwest Pkwy,30.5975,-96.3194
181262,Texas,Conroe,3040 College Park Dr,30.2088,-95.4584
181263,Texas,Houston,3402 Simsbrook Dr,29.6213,-95.4253
181279,Texas,Big Spring,1733 Perdue,32.2568,-101.451
181301,Texas,Cisco,9806 Hwy 6,32.4138,-98.95
181309,Texas,Houston,Alberene and Honeywell,29.6738,-95.5374
181333,Texas,San Antonio,Loop 410,29.4147,-98.65
181335,Texas,Houston,Old Spanish Trail and Highway 288,29.6999,-95.3783
181343,Texas,Austin,,30.2202,-97.7499
181377,Texas,Abilene,900 block of Luzon St,32.443,-99.7101
181474,Texas,Houston,6001 Rampart St,29.7164,-95.4889
181496,Texas,Grapevine,3000 block of Creekview Dr,32.9093,-97.1169
181497,Texas,Houston,9400 block of Briar Forest Dr,29.7464,-95.533
181499,Texas,San Benito,500 block of Crab Hole Lane,26.1102,-97.5553
181514,Texas,San Antonio,700 block of N San Marcos,29.4326,-98.508
181519,Texas,San Antonio,2011 Dollarhide Ave,29.3671,-98.4382
181522,Texas,Round Rock,Perch Trail and Bass Loop,30.5489,-97.664
181534,Texas,Houston,15100 block of Monrad Dr,29.6076,-95.4418
181535,Texas,Huntsville,1900 block of Greenbriar Dr,30.65,-95.5369
181548,Texas,Waco,1800 block of Pryor Street,31.5928,-97.1259
181555,Texas,Mansfield,2100 Block of Harvest Way,32.5949,-97.1406
181557,Texas,Haltom City,2500 block of Minnis Dr,32.7978,-97.2447
181590,Texas,San Antonio,S Presa St and Monticello Ct,29.3739,-98.4744
181600,Texas,Lampasas,702 West North Ave,31.0651,-98.1909
181604,Texas,Harlingen,1400 block of Vermont,26.1677,-97.6669
181608,Texas,Cleveland,Wells Cemetery Rd,30.313,-95.0925
181698,Texas,Lubbock,3200 block of 33rd St,33.5643,-101.883
181723,Texas,Katy,21323 Finbury Oaks Lane,29.8115,-95.7414
181734,Texas,Abilene,,32.4831,-99.7115
181796,Texas,Houston,10102 Homestead Rd,29.858,-95.3004
181797,Texas,Arlington,2200 Block of Ridge Run Rd,32.6848,-97.0717
181800,Texas,Houston,500 block of Slumberwood,29.7866,-95.2277
181807,Texas,Coppell,200 E Belt Line Rd,32.9478,-96.9908
181820,Texas,Baytown,Fort Worth St,29.747,-94.9591
181836,Texas,Houston,Homestead and Parker,29.8577,-95.3006
181852,Texas,San Antonio,700 block of S WW White Rd,29.4197,-98.4056
181859,Texas,Huntsville,,30.7706,-95.5236
181921,Texas,Fort Worth,2500 block of Oakland Blvd,32.7438,-97.2619
181926,Texas,Houston,Blodgett St and Scott St,29.7169,-95.3537
181927,Texas,Dallas,4600 block of Malcolm X Blvd,32.7564,-96.7534
181965,Texas,Amarillo,1200 block of N Bivins,35.2259,-101.809
181973,Texas,Converse,8700 Block of Joshua Tree,29.4737,-98.3164
181974,Texas,San Antonio,400 block of W Magnolia,29.4548,-98.4993
181986,Texas,Dallas,Cockrell Hill Rd and Kiest Blvd,32.7059,-96.8914
182050,Texas,College Station,2045 Jones Butler Rd,30.591,-96.3268
182093,Texas,Kilgore,,32.3899,-94.8739
182108,Texas,Corpus Christi,3400 SPID,27.7272,-97.4092
182117,Texas,Desoto,400 block of Summertree Ln,32.586,-96.8425
182137,Texas,Houston,1900 Block of Runnels,29.7637,-95.352
182149,Texas,Houston,,29.7654,-95.3663
182150,Texas,San Antonio,Stratford Court and Willis St,29.3749,-98.4728
182151,Texas,Amarillo,2600 block of Rule St,35.221,-101.808
182215,Texas,Tyler,200 block of E Elm St,32.3496,-95.2996
182296,Texas,Fort Worth,3600 Block of Avenue M,32.7242,-97.2728
182340,Texas,Houston,12403 McLain Blvd,29.629,-95.5204
182343,Texas,Houston,7298 Kings Gate Cir,29.688,-95.5105
182382,Texas,Lampasas,700 block of W Ave C,31.0681,-98.1911
182396,Texas,Houston,12210 Kindred Street,29.8359,-95.2164
182408,Texas,Odessa,1700 block of E. 11th St.,31.8625,-102.356
182429,Texas,Levelland,1100 block of 5th St,33.5884,-102.38
182466,Texas,Port Arthur,W Port Arthur Rd,29.9626,-94.0472
182506,Texas,Dallas,,32.7878,-96.7999
182521,Texas,Killeen,2900 block of Illinois Ave,31.0909,-97.7109
182524,Texas,Dallas,2600 Commerce St,32.7825,-96.7857
182543,Texas,Houston,11510 Homestead Rd,29.8889,-95.3002
182612,Texas,San Antonio,1400 Jackson-Keller Rd,29.5067,-98.5134
182614,Texas,Fort Worth,2900 block of Danube Ct,32.8015,-97.187
182616,Texas,Houston,5900 block of Belcrest,29.6648,-95.3286
182637,Texas,Abilene,1100 Block of Vine St,32.4374,-99.7444
182649,Texas,New Braunfels,1200 W County Line Rd,29.6685,-98.1249
182664,Texas,Gladewater,500 Block of North St,32.5469,-94.9744
182695,Texas,New Boston,I-30,33.4749,-94.4136
182733,Texas,San Antonio,1002 Castroville Rd,29.4161,-98.5559
182734,Texas,San Antonio,3800 Block of E Commerce St,29.425,-98.4244
182747,Texas,Murchison,7150 State Hwy 31 E,32.2762,-95.7485
182754,Texas,San Antonio,6400 block of Babcock Rd,29.5449,-98.6149
182777,Texas,Austin,4900 McKinney Falls Pkwy,30.1902,-97.7098
182815,Texas,Freeport,1200 W 8th St,28.9487,-95.3633
182830,Texas,Killeen,600 block of Atkinson Ave,31.1207,-97.7242
182840,Texas,Houston,4000 block of Barberry Dr,29.6513,-95.3679
182841,Texas,Gillett,,29.0299,-97.7448
182843,Texas,Mansfield,500 Block of Berryhill Dr,32.5566,-97.1355
182845,Texas,El Paso,5300 block of Pollard Street,31.822,-106.443
182847,Texas,El Paso,Carlyle Place,31.7893,-106.434
182848,Texas,Houston,Glenmont,29.7202,-95.4713
182849,Texas,Euless,700 block of Henslee Dr,32.8279,-97.0834
182850,Texas,Lubbock,28th St and Ave Q,33.5691,-101.855
182862,Texas,Fort Worth,3000 block of Griggs Ave,32.7145,-97.2591
182890,Texas,Fort Worth,6600 block of Will Rogers Blvd,32.6489,-97.3144
182912,Texas,Smith (county),,32.2698,-95.31
182918,Texas,San Antonio,200 block of N Zarzamora St,29.429,-98.5268
182921,Texas,Borger,700 block of Allred St,35.6713,-101.397
182923,Texas,Austin,6101 Patton Ranch Rd,30.2389,-97.859
182924,Texas,San Antonio,300 block of Ferris Ave,29.4143,-98.4335
182956,Texas,San Antonio,500 block of N Santa Rosa St,29.4287,-98.4969
182983,Texas,Abilene,,32.4831,-99.7115
183020,Texas,Missouri City,Texas Pkwy and Independence Pkwy,29.5961,-95.5267
183022,Texas,El Paso,5400 block of Suncrest Dr,31.8162,-106.527
183028,Texas,Texas City,1200 block of Appomattox Dr,29.3943,-95.005
183038,Texas,San Angelo,4205 S. Bryant Blvd,31.415,-100.439
183043,Texas,Dallas,4800 Leston Ave,32.8104,-96.8985
183058,Texas,San Antonio,200 block of W High Ave,29.4023,-98.4758
183089,Texas,Houston,2500 Block of Elysian St,29.7843,-95.3506
183105,Texas,Fort Worth (River Oaks),5100 block of Penrod Ct,32.7821,-97.3973
183112,Texas,Wichita Falls,14th St and Bluff St,33.9029,-98.4928
183118,Texas,Houston,Piava Dr,29.8633,-95.2161
183128,Texas,Corpus Christi,2402 S Padre Island Dr,27.7355,-97.4263
183158,Texas,Copperas Cove,2700 block of E Business US-190,31.1207,-97.8701
183163,Texas,Arlington,6000 block of Flyers Ln,32.6476,-97.1144
183221,Texas,Paris,,33.6654,-95.5515
183299,Texas,Burleson,205 SW Thomas St,32.5452,-97.3321
183353,Texas,Spring,4401 Spring Cypress Rd,30.0504,-95.4926
183371,Texas,Diana,,32.7165,-94.7168
183379,Texas,San Antonio,South W. W. White Rd,29.3753,-98.4045
183380,Texas,Fort Worth (Edgecliff Village),Cliffside Dr,32.8319,-97.2438
183390,Texas,San Antonio,3500 block of E Commerce St,29.4223,-98.4308
183445,Texas,Pflugerville,18200 block of Weiss Lane,30.4438,-97.5637
183451,Texas,San Antonio,27 NE Interstate 410 Loop,29.5212,-98.4931
183457,Texas,Houston,505 Wells Fargo Drive,30.0157,-95.4323
183532,Texas,Belton,301 W Loop 121,31.0308,-97.4788
183546,Texas,Odessa,1200 block of Summer Avenue,31.8285,-102.376
183570,Texas,Houston,Underhill St,29.8275,-95.4877
183586,Texas,Arlington,100 block of East Sublett Road,32.6448,-97.1153
183642,Texas,Austin,4300 block of Canyonside Tr,30.3599,-97.7738
183684,Texas,Lubbock,7502 I-27,33.5257,-101.837
183685,Texas,Dallas,8330 Lyndon B. Johnson Freeway,32.9306,-96.7584
183702,Texas,San Antonio,San Marcos St and Leal St,29.4337,-98.5079
183717,Texas,Houston,6902 N State Highway 6,29.8773,-95.6453
183723,Texas,San Antonio,Parkdale St,29.526,-98.5617
183729,Texas,Dallas,4500 block of W Kiest Blvd,32.7057,-96.8945
183733,Texas,Porter,17000 block of Porter Lane,30.1587,-95.3159
183735,Texas,San Antonio,3600 block of Nogalitos St,29.38,-98.5289
